 #Atom's Jk - pairs::
 #Site: AtomIndex NumJ's
 #NeighborIndex TypeJ J_value
         144
     0     88
     1   1       0.000100723496
     9   1       0.000100723496
    16   1       0.000100723496
    32   1       0.000100723496
    33   1       0.000100723496
    41   1       0.000100723496
    48   1       0.000100723496
    96   1       0.000100723496
    97   1       0.000100723496
   105   1       0.000100723496
   129   1       0.000100723496
   137   1       0.000100723496
     8   1       0.000165041958
     8   1       0.000165041958
    64   1       0.000165041958
    80   1       0.000165041958
   112   1       0.000165041958
   128   1       0.000165041958
     2   1       0.000650960750
     3   1       0.000650960750
    12   1       0.000650960750
    13   1       0.000650960750
    35   1       0.000650960750
    45   1       0.000650960750
    98   1       0.000650960750
   108   1       0.000650960750
     4   1      -0.000019305956
     5   1      -0.000019305956
    10   1      -0.000019305956
    11   1      -0.000019305956
    18   1      -0.000019305956
    28   1      -0.000019305956
    34   1      -0.000019305956
    37   1      -0.000019305956
    43   1      -0.000019305956
    44   1      -0.000019305956
    51   1      -0.000019305956
    61   1      -0.000019305956
    83   1      -0.000019305956
    93   1      -0.000019305956
    99   1      -0.000019305956
   100   1      -0.000019305956
   106   1      -0.000019305956
   109   1      -0.000019305956
   114   1      -0.000019305956
   124   1      -0.000019305956
   130   1      -0.000019305956
   131   1      -0.000019305956
   140   1      -0.000019305956
   141   1      -0.000019305956
    19   1       0.000003499725
    19   1       0.000003499725
    20   1       0.000003499725
    26   1       0.000003499725
    29   1       0.000003499725
    29   1       0.000003499725
    36   1       0.000003499725
    42   1       0.000003499725
    50   1       0.000003499725
    50   1       0.000003499725
    53   1       0.000003499725
    59   1       0.000003499725
    60   1       0.000003499725
    60   1       0.000003499725
    85   1       0.000003499725
    91   1       0.000003499725
   101   1       0.000003499725
   107   1       0.000003499725
   116   1       0.000003499725
   122   1       0.000003499725
   132   1       0.000003499725
   133   1       0.000003499725
   138   1       0.000003499725
   139   1       0.000003499725
     6   1      -0.000079463245
     7   1      -0.000079463245
    15   1      -0.000079463245
    38   1      -0.000079463245
   102   1      -0.000079463245
   134   1      -0.000079463245
    23   1      -0.000050325547
    31   1      -0.000050325547
    39   1      -0.000050325547
    47   1      -0.000050325547
    55   1      -0.000050325547
    63   1      -0.000050325547
   103   1      -0.000050325547
   111   1      -0.000050325547
     1     88
     0   1       0.000100723496
     8   1       0.000100723496
    16   1       0.000100723496
    17   1       0.000100723496
    24   1       0.000100723496
    33   1       0.000100723496
    48   1       0.000100723496
    49   1       0.000100723496
    56   1       0.000100723496
    64   1       0.000100723496
    72   1       0.000100723496
    97   1       0.000100723496
     9   1       0.000165041958
     9   1       0.000165041958
    65   1       0.000165041958
    81   1       0.000165041958
